Time,1,2,3
0,4.275473909,4.275473909,4.275473909
2,48.93566775,48.93566775,48.93566775
5,46.67444177,46.67444177,46.67444177
10,51.0264485,51.0264485,51.0264485
15,56.42985839,56.42985839,56.42985839
20,58.89326515,58.89326515,58.89326515
25,63.06897274,63.06897274,63.06897274
30,62.96672024,62.96672024,62.96672024
60,83.33080037,83.33080037,83.33080037
