Time,1,2,3
0,3.125798066,3.125798066,3.125798066
2,39.98387683,39.98387683,39.98387683
5,34.65999166,34.65999166,34.65999166
10,27.27399463,27.27399463,27.27399463
15,36.83488298,36.83488298,36.83488298
20,45.68640518,45.68640518,45.68640518
25,50.20913511,50.20913511,50.20913511
30,45.55781584,45.55781584,45.55781584
60,33.15527454,33.15527454,33.15527454
