Time,1,2,3
0,5.967807753,0,1.227140711
2,61.45919426,90.28938463,70.80239383
5,24.70621732,19.58069768,20.16509042
10,3.420478961,0.774732065,1.78004161
15,4.556032231,0.616783188,1.301177377
20,2.017616249,0.243521632,1.908777837
25,3.343596572,0.570383798,1.183306536
30,0.472887449,0.091426377,1.130061362
60,1.241662131,0,1.328493228
