Time,1,2,3
0,6.376495187,6.376495187,6.376495187
2,39.4043576,39.4043576,39.4043576
5,18.11695409,18.11695409,18.11695409
10,9.327703787,9.327703787,9.327703787
15,9.214676245,9.214676245,9.214676245
20,8.679822461,8.679822461,8.679822461
25,9.319788501,9.319788501,9.319788501
30,8.838416741,8.838416741,8.838416741
60,8.249728819,8.249728819,8.249728819
