Time,1,2,3,Dose
0,5.015811238,,,0
1,52.69787554,,,
2,54.6156943,,,
5,24.08360485,,,
10,10.19701432,,,
15,6.630362899,,,
20,6.847416535,,,
21,38.93899169,,,
22,53.70916182,,,
25,24.04306854,,,
30,9.323326961,,,
45,8.359837759,,,
60,8.432649483,,,
