,$- fb$,$+ fb$,$kb$,$k_1$,$k_3$,$k_5$,$s_1$,$k_2$,$k_4$,$k_6$,$d_1$,$K_{M1}$,$K_{M3}$,$K_{M5}$,$K_{M2}$,$K_{M4}$,$K_{M6}$
0,0.3212202395290635,76.20281556270969,11.356573002929368,8.361382206798492e-05,7825.429552114838,2.523018763363601,0.5614775527491851,1.2849351405225335,10591.20077450135,3543.35673924361,0.005049586425096092,0.12029922664673827,3.0520146497740557,0.0015693947627679699,0.00012754030074899988,396.3367620638513,6324.848072648671
1,0.2956579806834296,85.96843326216026,12.590167880502594,8.883968512268509e-05,6561.3599122564065,2.345411926603426,0.6494234455634844,1.1615550157887147,9160.064971071637,4482.19478415739,0.005721160681338428,0.12164210522715702,2.939876083878864,0.0014177176288385572,0.0001346878366250589,376.2953992099187,8567.747373860537
2,0.22543335075487625,72.7852880663635,10.953892713536556,0.00011239744237923147,7153.622608998158,2.063933472901946,0.5584079638214083,1.1750029728370008,8710.835868865972,3914.6692246655693,0.005426783455478752,0.13634639159009507,2.939177484928298,0.001222931903204441,0.00016548135134346716,430.67421423821963,7481.7670361392975
3,0.25700405212981153,87.42687235543235,13.55609371270967,9.820775713755667e-05,6479.841987740253,2.382956433677571,0.5855355000888857,1.4862027196803032,8004.373562389931,3971.922800780682,0.005447257963149984,0.09858243831215716,2.8983883255044463,0.001556505988814684,0.00012903938164063292,340.1932493778602,7414.845979168221
4,0.2129808766045986,112.20276731654765,12.268056737933458,0.0001153849680811402,6413.584004427436,2.5796140670647434,0.5316285409081617,1.19841999329722,12288.070216015429,5200.58976231178,0.005217400685945683,0.13272789561168208,3.1103226939264763,0.0014488038949777135,0.0001837719629838183,491.30908138431744,8585.324388776764
5,0.308162881736465,90.25558366162083,13.644013550931298,9.942699735217357e-05,5834.1968072957325,2.200937659671779,0.5631620032525483,1.284404688831765,8357.789427183085,3903.582062866703,0.006185561870950009,0.14738512119328503,3.3531817507547754,0.0012953161740475408,0.00012642874882330614,431.9176208922118,7795.402935480438
6,0.24317457532050157,96.47706515179071,14.524718430712939,0.00012586439417465665,6018.474638342549,2.611466240653797,0.6424090700825547,1.363307220982919,8122.868957738193,5045.699292499245,0.006237287165650282,0.12547560486465745,3.448503859598972,0.001140718931376889,0.00016479498949787167,414.34697147239876,8089.5340925554365
7,0.2483411705314407,77.91638673126461,14.990498735459946,0.00012380801918029306,5293.341495835054,2.2670543711685314,0.5912346615515082,1.46761579185975,8753.889776819084,4898.193242320122,0.005524242226137553,0.12502927370444472,2.6614243580176287,0.0010766290576188684,0.000137871420707605,442.86832720328397,8257.962891890546
8,0.27758120790317875,83.51673194243436,13.554872888562512,9.756319936036407e-05,5108.3864833769985,2.327573674677486,0.5583158891919912,1.4384204130631522,8701.128342286935,3517.857676467676,0.0046083358712180065,0.1083756008474583,2.904281408045311,0.0015330313832563188,0.00012857516089979674,455.19433418255204,7161.003715709353
9,0.23981032882540565,92.25722534042927,10.472335996729432,9.873807076125026e-05,6346.75926063919,2.7297070314768623,0.6979662082674536,1.1673038692949942,10401.460210885049,4016.9096583726837,0.005466277782413476,0.09585983298138136,3.581990386548271,0.0014573600964428277,0.00016345343344618095,487.54621030617585,6470.565141041118
10,0.21940599503746958,106.7259606957451,13.174234042819785,0.0001169073705203752,6662.072736686341,2.057013779120544,0.5671251174909419,1.380191701271495,9595.422398762219,4046.716110585969,0.00573805871111021,0.1107393893777786,3.264519429671587,0.001560209337602038,0.00016976455346697427,515.3934135321969,7458.896525243928
11,0.30454360702324357,76.66769816943133,15.306707683095647,9.565547014864913e-05,6194.0539402369595,2.455497215147343,0.5939836650727602,1.5083996355345708,12309.071978256598,5062.378376396333,0.00498948828138652,0.10784828795040434,2.938701123794176,0.001565235017730805,0.00012974237831389566,512.772005388162,9920.058951458743
12,0.22546502120632486,113.21215318390564,15.93789307690574,0.00012080199021960694,7822.166416445267,2.4160472584987187,0.5418139949895995,1.488540947396684,10735.736421413038,4265.133773284756,0.0045145598268961935,0.1024501091523975,3.597688291359692,0.0011421217760217881,0.00017678632812409082,498.8142804035347,7445.997289740984
13,0.2900804803828347,109.24281684558558,13.773996807715923,9.431173728469726e-05,6872.695120002141,2.1716705973964907,0.6567878352169809,1.4148390112438425,9910.27032024204,4869.086215290055,0.004443958034412316,0.09552447578652289,2.7623191205660556,0.0011199345882126782,0.00013201718499694537,486.8809972938822,8471.627890382611
14,0.23187299866942052,79.3013788559817,12.150330747372392,0.00011325809719006327,7387.205987319838,2.524224124042825,0.5499281701717312,1.307656137227273,8500.338408233962,3881.8626107982705,0.005242607298567195,0.11256338988585507,3.5237602347548362,0.0013558372453190935,0.00018192764875747222,332.7956521722722,6467.423099823405
