,$- fb$,$kb$,$k_1$,$k_3$,$k_5$,$s_1$,$k_2$,$k_4$,$k_6$,$d_1$,$K_{M1}$,$K_{M3}$,$K_{M5}$,$K_{M2}$,$K_{M4}$,$K_{M6}$
0,0.0007188786749007498,13.572179895843325,0.00018819721491273325,1754.1810491586234,2.764413215374246,974.1595195548032,269.3461078469547,0.004421419263393392,1194.3009765972388,9542.680144524964,6.122991015335189e-05,0.4567329222834265,0.03655151994574813,0.00010704525181537392,0.005477565027726613,3577.1872058322942
1,0.0006325718691789422,11.449033172102094,0.00019318651170600643,1629.2995243050887,2.968453326964376,1026.9328231262627,219.29153238465346,0.0048163340086285105,1608.4186798086769,11855.813957057193,7.863445157689653e-05,0.5202525247546786,0.03080380785975599,0.00010137870819184164,0.004922185338884142,5448.570534697244
2,0.0003128064592943349,1660.7036720415533,0.002437733665013733,71.90923994025137,2.173033158162898,7.512453253862094e-05,486.07324598282713,0.2961280812463876,7140.188904966453,0.004324205043505179,0.03680327060906804,0.09120543160533849,0.003998143375659387,0.00013050559634461686,0.0004670756816399894,14681.340107967248
3,0.0004449410046979178,1076.6349479893524,0.0017163968004761377,53.602479423787734,2.2028195051800834,0.00011634241726776872,447.7955021541181,0.23508768671631602,5039.4402225827225,0.0044143492288869,0.01862405434093692,0.10122107269539152,0.0056014278903749985,0.0001120033960098017,0.0005798197843868398,10996.195993415871
4,0.0003683721084413077,1221.0436994447284,0.0019220224014007436,88.45705972144967,2.284304904709152,0.00010911452919886832,339.97439423159,0.2592841620258728,3945.8759282736864,0.0026170866195015137,0.029597288597206065,0.15164615879767643,0.0045845204520918535,8.90921003240106e-05,0.0006321681397161405,7807.815405398277
5,0.0005751048990105609,1086.8341245265726,0.001521084806944891,70.61955918065377,2.563837319997629,0.00013701755976441778,304.07900302271736,0.27732822239019406,6013.001955711115,0.0033051689658541903,0.03503533072425464,0.09559437016281233,0.005559853900961832,0.00017609937888538266,0.0004531878500267124,11034.992406506284
6,0.00028049705867042973,1366.5353428355797,0.0023552287514783405,76.84870486791351,2.2131649976099688,8.957134606302425e-05,329.3178248748996,0.28998429548532867,4645.199023974743,0.0029840666597723423,0.039711586061482465,0.10143656108404935,0.004966724328243769,0.0001526036014810589,0.0006520566458762472,9499.064887479492
7,0.0003946611801579712,1465.0376059049752,0.0017340429039852392,57.9318948154647,2.2196605646833345,8.513972630983831e-05,308.0879426353719,0.222309443099489,5258.33704732116,0.002775998301670755,0.05470339094528315,0.07791735012481117,0.0048256915382934714,0.0001371191687222761,0.0003020998452266046,10033.967447590521
8,0.00038263844050782144,1599.2388679504484,0.0028703757459883424,68.70257201953548,2.543896656472804,0.00012004209594601353,402.2627483097557,0.2425005772600591,5138.024745296578,0.0037206173244342627,0.041085666377698324,0.11830347949380568,0.004790561695872189,0.00017503011608505838,0.0005202245878383381,9138.70054234598
9,0.0003592803127758734,1092.9493068991533,0.0015505020828990607,67.33910643997312,2.0770202562882494,8.548871001640653e-05,388.77771231122483,0.3531176054779729,3912.831635208426,0.00245731156607191,0.020769257182192875,0.06398587823924422,0.005105683730348123,0.00012140101160801874,0.0008124668870836272,8329.090385685708
