,$- fb$,$- Hog1$,$- PTP$,$kb$,$k_1$,$k_3$,$k_5$,$s_1$,$k_9$,$k_2$,$k_4$,$k_6$,$d_1$,$k_{10}$,$K_{M1}$,$K_{M3}$,$K_{M5}$,$K_{M9}$,$K_{M2}$,$K_{M4}$,$K_{M6}$,$K_{M10}$
0,0.007283314698528831,10746.37771439613,104033575.3022116,10552.048257232986,0.13115896125678467,1.3739188658406631,6776.787914421598,0.109891232048984,91.62092905441587,158.0782721716162,1.0971478618389654,1574.607741254185,0.005779292312098988,0.00011933054261105794,0.15684120748534086,8.917603727702384e-05,0.005055761660059271,0.07244656593528917,0.0004503217861670796,2.542659284398349,987.2097995571538,0.8457026693491666
1,0.008275492914771773,8002.750238595246,104924211.27202067,8323.59473562296,0.10983787834694946,1.1206465110987789,6783.615784515682,0.10181787895431074,64.75702162246168,184.1022669550827,1.3536989389031577,1808.891368887971,0.004794031983485288,0.00011208236349815282,0.1356260740257928,0.00010166938501101307,0.0036662120132418836,0.0871221610231296,0.0006220479664284177,3.613617740066054,1110.8002074628016,1.1068830866656472
2,0.008839241991029125,9352.100008594854,87379338.67785427,8747.172426964382,0.10122801042701396,1.2806763744464844,6840.362586449902,0.10705846962926548,72.68604981555127,180.42577611114726,1.0608957141568174,1593.2641251020664,0.004990950319330915,8.774054558476486e-05,0.12113384769938429,8.9927408819492e-05,0.004228603414601768,0.06713597979241893,0.00041395367822389843,2.4938399944854583,971.2130389280434,0.9322226758142206
3,0.009067323758036636,9048.153922479436,116412858.23114155,11351.798758664372,0.12612408894943417,1.299635779141846,6296.6853482224715,0.1366233082513045,71.77581815389549,179.2512469995084,1.4810029443515929,2394.602004015058,0.005580365221009482,8.061053205746177e-05,0.14354200849621118,8.069640433773293e-05,0.005172787642174016,0.06320314533652455,0.0005086672267763664,3.6793052049072243,1226.282308045955,0.8828527695040052
4,0.00810182625419251,10348.409916212626,105039773.75883614,9741.901420127964,0.12150036321947418,1.0730748222347715,8070.351594319641,0.1438360313269856,82.95821334391083,138.858300678167,1.2942863532032707,1683.794393346259,0.005407444624719727,8.04340743770483e-05,0.13886978877341136,0.0001083498567259594,0.003988548774219498,0.08035780925054174,0.0005545273270090375,3.4491153953202005,1012.7161060708721,0.8153139816318622
5,0.0077766837372993634,11754.327261498976,93470841.78431998,9444.569053747273,0.1035238814901988,1.1820083582852308,6688.219095726399,0.11072195648809183,68.9096048078962,162.64457729637112,1.2028336382030136,2169.3915700717967,0.004809802580307748,0.00011832835351129243,0.14316022966844233,9.948671869181148e-05,0.004964435301115924,0.08328806334320135,0.0004333644051814474,3.238136133159296,1096.0261780133872,0.9857185693792196
6,0.007161417904257116,8266.869516467512,117829722.20811732,8017.671117849155,0.11768713421726759,1.3218284855936608,7512.989223937408,0.10790766046967112,93.08754221119766,189.49336984755436,1.5550674505065545,1569.9849938657976,0.004405226630978191,0.00012286025155803693,0.10574466442867395,9.272731916865369e-05,0.005084410344602061,0.08387383038539989,0.0004948628994976696,3.0174579960675136,1279.3194666476516,0.8009689945520394
7,0.006843126484058906,9061.044422705148,91996450.58416,10039.462739569099,0.10154941089769581,0.9154192047998991,5951.427514934853,0.105298477981144,66.14751976177726,156.31854433196395,1.0540268916244682,1662.3823129386694,0.005986844789795692,0.00010678970600515119,0.14561084994111975,9.482222214033715e-05,0.005057935685384249,0.07465140491901713,0.00042187851414644286,3.3713189304070195,1076.044537689818,0.7567125227406664
8,0.009407115774540432,11843.64733973728,94147528.92258237,10802.702984127662,0.1208668489152898,1.3410678860591014,6426.204807681556,0.14147699770863287,76.00763989291607,158.5963041771424,1.2078357704819855,1598.387123389966,0.005802443734756017,0.00010460558937329262,0.15327123475849547,0.00010320540246277642,0.0042608103718717715,0.06753588221933723,0.0004406034377835032,2.5249262495816596,1201.5050388099396,0.804530128899473
9,0.006976419778023136,10699.758380433383,98012621.97159961,10765.229595684965,0.12650867344888847,0.9391184525083891,7382.282555837402,0.12698339266954042,95.35462450280913,145.21066442754164,1.047936304183018,1925.5310703940302,0.005646250836845841,0.00011768507048387759,0.15586853365994946,8.090652653462311e-05,0.00417936102262257,0.08443989046161884,0.00048511461887149054,3.2711041819190507,1207.0820145928826,0.8441999167290952
10,0.008780204817762356,8248.571901443409,107228054.98908505,9540.817272077264,0.10163680152915502,1.0506609595266587,6205.319688997054,0.1260558773788265,72.72626293498728,160.47286169540087,1.1092631998662439,2268.035489557764,0.0064734318224546165,0.00011102182475390449,0.14705606525307277,9.424383052344011e-05,0.0037342654809947675,0.07016244771522805,0.0004168746158933255,3.24883547072495,1211.5141550879084,0.9173018296187965
11,0.007478152546269534,12425.815106442424,124561606.68032847,9028.225957573226,0.09729106802217413,1.33681244432775,6409.652720611288,0.1117606148152717,69.14136900415451,157.88346900967827,1.4616614866855253,1547.3836089466163,0.005724264271556921,0.00011680856610149002,0.13656185155963235,8.213630030083746e-05,0.004095642049159591,0.07651901688666612,0.00047425995428174703,3.4122405795154798,1415.269470299601,1.1104399042318152
12,0.009726537324618803,12159.619987833907,112557933.20954755,9214.572885935453,0.12082936589349691,1.0973726373908441,7201.087336523837,0.12158426697204852,66.33199896609521,197.9180871776558,1.031423857388656,1649.3324461323543,0.006548951397224016,0.00011572827631790972,0.14994200172623187,0.00012378645343529902,0.00507129396476682,0.08120154818902027,0.0005098138640852755,3.219301415543592,919.56034765216,1.0790747304010035
13,0.006937275881687919,8717.049352616326,106609773.13628623,8890.750682711203,0.09840026856798272,0.9635983283918147,6598.5157569287085,0.09319035432224708,82.33888223798475,162.3532656503576,1.0874940301361866,1865.465408632945,0.006776371768682192,0.00011629491016069426,0.13789637752677042,0.00010635062980248154,0.004228907119588047,0.08323431206937786,0.0005789207748322853,3.234423604390535,1069.3941352398374,0.7753992813766495
14,0.007567298290130059,10899.26500349779,100103084.94771771,12129.224187238098,0.11674495712010756,1.3208118522208854,7853.538287382886,0.11210840406007838,77.69582962845136,197.480539310572,1.1777651077347204,1646.3562001536911,0.0046055209491600736,0.00010841448067041624,0.1095618157634389,9.259152821172014e-05,0.004775880165615863,0.06417287418680591,0.00040972262651300256,2.483856334182627,1168.9583105763663,0.9544535907407224
15,0.0068600970414193566,11673.649390548608,107244936.84914695,10329.137467062708,0.13161719876529465,1.205165994337995,6332.228023061417,0.14179479188011704,90.46769500015701,188.36738357906566,1.2351646894359423,1910.9597787036644,0.004876598612011502,0.00012433700702366133,0.09937085138853151,0.00011607386129007707,0.004748118184634416,0.08518794691201029,0.00042552065807716105,3.048058165774831,1426.8677183319494,0.8074928488835483
16,0.007077209726194683,9030.021959654767,97197763.32454096,11951.56483786051,0.10798403106614847,1.2322898458746672,7216.151328931527,0.12505245115659466,85.55067980166348,162.23241361546343,1.2148692943318162,2186.921056822416,0.006037572527701684,0.0001110548713473547,0.10772773953458778,0.00011126941771368282,0.0035916005954016793,0.07644208410382694,0.0004151446777772729,2.694308761602219,949.8356399434878,0.888824341169931
17,0.00990424198719379,9968.39016971852,110093567.89062528,8957.33317007873,0.09211564161940253,1.1923869631685438,7587.5757148269395,0.14295142635667546,75.4285125606269,167.01248576701875,1.0239290850040053,1532.8613190537599,0.004906514582633865,0.00010410225524576466,0.12484457486722723,9.791845640205603e-05,0.005447098699512362,0.0846920425888625,0.0005005959823278771,2.941335734096478,1099.4736999431534,0.9675617077188978
18,0.00014175891422448528,406.39050444507563,30604436.890829638,11983.066657811052,0.11294962300001629,2.74324450767811,605.3690634716121,0.0007232700169570958,0.005779276296908239,0.051609904892454574,0.01630873307215699,2.265404616649789,0.004628375626302447,13.421299995093001,1686.6411708630974,0.09084647459682123,0.29408390265329803,0.0495618436323893,0.0001934716224040395,0.02173468214465827,524.3722062220199,4.372843430316492
19,0.006560045209195435,11737.887559637367,100858407.37644213,8129.015331096692,0.10884192700578496,0.9804725096811923,8465.793073423945,0.09586266259766636,77.29831921785231,167.0317626965181,1.1243336339172838,2083.0553195580205,0.0059921641518575364,8.335656361930194e-05,0.14415779845464347,9.024810276565247e-05,0.003958304134253986,0.0763974852921286,0.0005520958436366784,3.277870430562518,1082.255962047057,0.8678301227733228
20,0.008381610915538436,8440.717480693007,84304427.95668809,8355.046905128427,0.1059695219460346,1.1647233707130533,7282.264407196446,0.11750136719601088,71.39228000411212,209.03620464312525,1.3388165450725007,2154.8251338447076,0.005423722212354437,0.00010586061405999821,0.10620888923424977,0.00011620197083622046,0.005310342612952182,0.0674069012557507,0.0005862783148826898,3.48843719471181,1049.0382823050631,0.7755861018204289
