Time,1,2,3,Dose
0,66.17879,67.7876,72.19004,550
2,99.35865,99.33018,99.89999,
5,99.49728,99.38832,99.72086,
10,98.99898,98.28862,99.123,
15,96.32351,94.44108,93.44163,
20,91.60825,88.9659,88.72638,
25,88.16494,85.73531,82.56777,
30,81.83769,85.52805,80.36807,
60,66.08339,77.08529,71.85048,
