Time,1,2,3
0,0,0,0.661171652
2,3.471461974,0.159644006,4.003109469
5,0.62645305,5.649575021,14.77896411
10,0,0.004029374,2.002672321
15,0,0.001079529,2.109675144
20,0,0.024692508,2.027275607
25,0,0.000961538,1.30190007
30,0,0.006397984,1.218720263
60,0,0,0.914567739
