Time,1,2,3
0,0,0,1.507175164
2,15.05822123,9.479253165,17.69635299
5,85.74079613,89.07957549,70.90481405
10,90.07314945,88.12350652,76.22076933
15,44.5549686,28.51482242,35.71681068
20,3.829734934,0.030885532,0.382575559
25,0.113205668,0,0.224762353
30,0,0,0.371385333
60,0,0,0.234837761
