Time,1,2,3
0,0.014719833,0,0
2,45.58072396,28.6291765,26.2467653
5,91.57809391,96.45779728,98.242705
10,92.76332209,91.70403299,97.2145584
15,91.92282958,91.14517969,94.41447604
20,82.23345299,78.00047691,72.2875803
25,25.97052414,16.63189366,8.397720688
30,4.470434062,0.009268861,0.010016477
60,1.634625622,0,0
