Time,1,2,3
0,3.141577161,3.141577161,3.141577161
2,58.42906284,58.42906284,58.42906284
5,61.28376836,61.28376836,61.28376836
10,54.85353937,54.85353937,54.85353937
15,23.08032877,23.08032877,23.08032877
20,5.602260262,5.602260262,5.602260262
25,5.503643644,5.503643644,5.503643644
30,7.214122502,7.214122502,7.214122502
60,5.349012768,5.349012768,5.349012768
