Time,1,2,3
0,0.021645848,0,0
2,98.1492485,100,99.99563357
5,98.31725658,100,100
10,95.87725026,100,99.99163561
15,95.28378494,100,92.02479189
20,31.52389145,88.16992821,16.01739674
25,0.363285557,0.461333205,0.468920173
30,0.268445955,0.058694443,0.492760336
60,0.165437662,0,0
