1.647901216071599154e-04,5.186212640087700265e+02,9.503364886315659533e+03,1.386270384489626528e-01,7.372222823283952494e+03,4.156700679585616854e+03,4.443645503998006063e-03,2.804324744257033573e-03,1.130721641165847132e+03,5.168979808454848808e+02,4.315591082963704181e-03,7.898510340954506319e+03,4.105655386817737978e-02,2.110803227319828668e-04,8.352880347783158094e-05,5.884867908682233084e-01,3.526274918262191083e-01
1.479969579334578823e-04,5.535203009262870637e+02,9.399448122173886077e+03,1.092579750540193517e-01,8.359473502554041261e+03,4.995231050199573474e+03,3.686535427830425499e-03,2.328589596156422237e-03,1.201674437420882214e+03,5.852689673438629825e+02,4.098970228428155255e-03,7.899350178379530007e+03,5.013912369068746627e-02,1.661375029958311151e-04,1.144284024650285851e-04,7.089229697091005145e-01,3.065501456497736199e-01
1.333781312352161309e-04,5.759436597301903475e+02,1.267316510917641426e+04,1.050761186230272509e-01,1.105177873511869257e+04,4.039129949073757871e+03,3.368147967536852007e-03,2.229687522032031480e-03,1.796788233568754322e+03,4.463514605794983368e+02,4.565171913531874959e-03,8.677276101558423761e+03,4.706526390720365549e-02,2.018277856551729354e-04,9.792043484701929801e-05,9.055340258321125102e-01,3.132230216264998979e-01
1.316654581831217267e-04,6.066387218500440213e+02,1.277468326344083107e+04,1.186340431243715354e-01,1.026184773229068014e+04,3.002211810874752700e+03,3.157428786293928289e-03,3.008168547538890396e-03,1.369842709939868428e+03,4.128939039103291861e+02,3.298563406620378877e-03,7.325841109184260858e+03,3.582603441070106309e-02,2.190094748464917066e-04,1.075546792152193130e-04,8.057191377820902556e-01,3.344063826733632561e-01
1.752428166686277838e-04,7.138641174001138552e+02,1.286330111516854959e+04,1.314311980821910031e-01,1.129714502032896780e+04,3.234462455275579941e+03,3.544812983622281765e-03,2.989130887915111227e-03,1.803533787576081068e+03,3.342674334636185449e+02,3.380869554618227968e-03,9.566799651497882223e+03,4.342777974135601793e-02,2.626516552954206584e-04,1.130141275789348153e-04,6.805127450570374048e-01,2.990673396586547295e-01
7.754278029007906131e-05,2.041959928137544580e+02,6.556960223419000533e-02,2.724212154013575492e-03,2.895704885733856372e+03,9.722687023468979532e+02,3.999463987875760229e-04,1.862120701885768568e-03,9.705301425663199552e+03,1.699383988851808454e+03,1.001157504865772882e-04,2.211404654145584573e+03,6.352143962065607066e-03,1.196362251117039267e-04,1.024420079888288754e-03,8.713048483974533909e+00,8.139815187159351595e+00
1.659533422131823945e-04,5.852454941659722181e+02,9.118066759832679963e+03,1.074386561590025130e-01,8.619049843914295707e+03,3.554959826917744067e+03,4.347190419335105610e-03,2.425241889923739590e-03,1.487065931771085843e+03,3.221657944769331721e+02,4.575392645133404337e-03,7.357793950464568297e+03,4.526437776667848606e-02,2.383624810976621617e-04,1.159975796896100018e-04,7.736797312727102804e-01,2.372208878954582822e-01
1.617670760752283243e+01,3.492857008735370083e+00,8.412252732613472220e-05,1.117632725438252692e+03,6.043761329571813690e+01,2.443983460303628341e+00,4.189018291727420973e+01,1.258057058659305994e+03,2.235594319834260268e+00,3.641211503874517803e+03,8.159281361194547632e-05,1.033550198198580574e+03,5.033041789670579177e-03,7.549032475201084328e-05,3.748143100364612458e-04,3.568754303688786295e-02,6.937730256595827996e+03
1.919433816899863683e-04,6.400446879596106555e+02,1.013523603405218455e+04,1.158802256654010293e-01,1.173227500816862630e+04,3.638818492238956424e+03,3.851989264231171339e-03,3.027653386558552470e-03,1.599548211601565754e+03,4.542713991280618870e+02,3.929967748087640801e-03,6.673051342857141208e+03,4.261537331424024994e-02,2.564653453183741473e-04,1.251545389806115675e-04,7.383514574296312638e-01,2.624218144694023258e-01
9.531321719231280044e-05,2.002818285716269600e+02,4.166504026453813486e-02,3.147086875450229998e-03,3.352400935284641037e+03,8.721897275357835042e+02,3.597824222001893115e-04,1.980574900474947348e-03,8.999881975580872677e+03,1.377035135821978656e+03,1.138260729213425254e-04,2.399089848722348506e+03,6.317819473247511183e-03,1.044439496225975736e-04,6.115663630110746698e-04,7.939275385433418819e+00,6.147136431404964796e+00
5.336259155323670690e-04,5.361991738336244206e-02,1.537303916481480215e+01,1.115512178141972238e-04,1.730139685985187636e+00,3.533836022916435837e+01,1.010479576442316948e-03,2.690330430889625202e+00,5.739535724660298399e+01,9.579438762877398972e+01,6.550027344493512642e-03,5.502081517323509363e-02,4.250546213814568276e-04,1.529998342856866284e-02,9.594938500906514196e-05,9.301586197781323051e+01,1.440087604049257841e+01
4.475931772033357561e+02,1.282723393859116534e+01,2.100244723414888881e+02,5.271537816123119530e-02,2.071274182693454406e+02,2.687317122707744144e+00,6.035887982428379246e+02,2.960963838855149788e+03,7.430278236563148653e+01,3.626739919310242840e+03,1.026441850592160000e-04,1.582031040381054812e-02,1.063480415795689494e-04,1.351209236962459771e-04,1.968310782115315028e-04,6.280108012735278189e-01,5.615571214991814486e+03
1.051218049757004754e-04,1.639110175097122521e+02,4.053437520238885317e-02,2.275229326902411097e-03,2.379746438151895745e+03,1.202996441388130961e+03,3.698698779878919628e-04,2.126552130997182589e-03,9.156590837037503661e+03,1.911709662048462178e+03,1.046783198873608658e-04,2.178468559150580404e+03,3.406363427315087754e-03,1.255051176053541512e-04,7.861353132412169081e-04,1.213983571115358018e+01,5.159359122343525783e+00
3.166925246822697819e-03,4.340175828135392067e+01,3.544642679818241504e+02,1.271730417045219448e-02,7.480958358866048457e+02,3.613886676277983412e+01,7.353937449455820452e-02,1.262532733674150478e+02,4.457989478394713129e-02,4.809219192894315711e+02,1.667904779866246148e-02,4.742770264220498078e+00,1.929994746784269921e+01,1.107958505004848980e-04,3.345031322487729497e+00,1.595475894457578378e-03,6.946750477065624807e+01
6.933817252737389282e-04,1.750268292353366062e-01,1.272837160949778809e+04,6.935023645226660871e-02,3.393384228427526850e+00,6.738364068032909771e+00,1.224199401442767517e-03,1.636670484147918842e+03,5.171580343483258568e-01,3.190977193779994114e-01,9.418901775228159801e-03,8.999240858689909472e-02,1.017681885526823191e-03,3.165531775963772998e-02,1.442519529825056783e-04,3.515017571148042475e-01,1.288769880236929344e-01
9.920091219519713030e-05,1.808093152175193619e-01,9.190279357269266711e+02,1.808445185611340725e-02,3.888023659881398864e+00,1.012361135939578674e+02,4.036852406645507151e-04,7.577519486801866100e-02,2.729635684366634937e-02,1.875119117362672938e+01,1.169371437922887835e-03,1.821960350593517433e+02,9.524133433225552559e-02,5.315531723998163580e-04,1.131217597526074418e-04,9.829782235579405392e-03,5.849918039305140871e-01
9.567988265053740804e+01,9.915629013464748176e-02,1.315570527908651319e-03,6.266964470199191083e-03,2.108343883127796747e+00,5.751532407782099654e+03,4.291722613451418624e+02,1.057308364336376144e+04,4.417484180262533366e-02,3.377951931910786698e+03,7.593937860386332694e-05,1.907135346810348722e+02,1.119068235636816108e-02,1.921121195090162801e-03,5.813591197771585939e+03,1.051506949325886620e-02,2.435525567384563494e+00
2.300361233985490604e-03,5.092349327959770633e-02,5.221450006363753346e+03,3.621293002122859955e-02,1.381720368804490340e+00,2.294856688198395887e+02,5.238777568326851743e-03,1.366235000832055402e+00,1.771235213563296385e-01,1.189767673691472893e+01,7.847293532164874644e-03,5.214742757384807703e+01,9.261216326173179244e-04,2.533015133073551403e-02,1.280036278499353049e-04,3.210760738783790535e-01,2.382913017878129924e-01
