1.379761571891286245e-04,4.583015098183937539e+02,8.530355800711147822e+03,1.224355851573894621e-01,9.204332468358064943e+03,4.402488448755311765e+03,3.880151950317526580e-03,2.469217855232135658e-03,1.254289754244640108e+03,5.079083523594850362e+02,3.439989324561057351e-03,7.747046936353429373e+03,4.686606826133792036e-02,1.985787047427657809e-04,9.729833751957819323e-05,6.622861083326929688e-01,3.236638263656768100e-01
1.612261801584016427e-04,6.653772611119215981e+02,1.062699125487899255e+04,1.044674313805644267e-01,9.650883453308941171e+03,3.230507655179892481e+03,3.832075528266891060e-03,2.522299939371398358e-03,1.509687629731540483e+03,4.038376700049693682e+02,3.981316370403674247e-03,8.229779031097823463e+03,4.112128829866933816e-02,2.285822383985802156e-04,1.140039484534113216e-04,8.499914713327080262e-01,2.952671448635235119e-01
1.993331322534172805e-04,4.764975362845700033e+02,8.555114061788230174e+03,1.343775094673599624e-01,9.033222045441647424e+03,3.650060126188644972e+03,5.224335751530448206e-03,2.363602851748477975e-03,1.683168877740999505e+03,3.357702138778397511e+02,3.591005624625020522e-03,8.820056019786468823e+03,5.106636538992301994e-02,2.112865484559457079e-04,8.491033146533388440e-05,6.898966850701591103e-01,2.585871824459382573e-01
8.421025869985589163e-03,3.100101792284056756e+01,8.960285774889573077e+03,3.457028550498088271e-02,4.039603233468533290e+02,3.321833327874552211e+00,1.295977156299560687e-02,2.711566159232804239e+03,7.902333054680342684e+03,1.706824030381645652e-01,1.770803484339990470e-03,5.465818962972884484e-03,1.036812910850567869e-04,2.079943280392003348e-03,9.720959676700122306e-05,3.691167612041643054e+01,5.164008362362769444e-02
9.631672255418135403e-04,6.928621284942618530e+00,1.411192034178587384e+01,2.005410971040058154e-04,1.232745390242355654e+02,2.042728954392357466e+00,2.477658146908282618e-03,5.243004203403903163e-02,1.767368058286018950e+01,1.278923265320432165e+03,9.001307283152419972e-03,5.609467490964362035e+00,2.283305281738856433e-03,9.658966261716978496e-05,1.168152066339016656e-04,2.964173614291598646e-01,2.468991479057315246e+03
8.214430947005004141e-05,1.747523965388414240e+02,5.362167171411879457e-02,2.516445871407382417e-03,2.823545537633588992e+03,1.136294998229958992e+03,4.295059234772147304e-04,1.819728952051766690e-03,9.835327238947849764e+03,1.887197660846975850e+03,1.136767660110436724e-04,1.941904513679642378e+03,6.092101855127533827e-03,1.008837480759635909e-04,8.366241836491428814e-04,8.676523634623345416e+00,6.770115495662631488e+00
2.078793661708253082e-02,9.218523920805919758e+00,1.806300993834834411e-04,8.461067405970211074e-04,1.738793986425154401e+02,7.515385058515140599e+02,3.155825039540768873e-01,7.328881525071295235e-03,3.939380119950132666e+03,2.613999461374599491e+02,8.600960817204607203e-05,1.676399038273897986e+03,1.120961090642341848e-04,1.096332838431913950e-03,3.855091231287981896e-02,7.933273062516811081e+01,1.435665701316087839e+00
9.482359663737892222e-04,8.427319234340933107e+00,1.417862247337653869e+01,1.425886857659764459e-04,1.589405809902235944e+02,1.814041425069534030e+00,2.342840987381849573e-03,4.854172700273187702e-02,2.283802328225635137e+01,1.054130187511577560e+03,9.509677239656701836e-03,5.676145430771621925e+00,2.410344557133953583e-03,1.185977496500592490e-04,8.945606634066105166e-05,3.106442493845378849e-01,2.686655771730449032e+03
3.527665272096703599e-04,7.476603909121436187e-02,1.209755645882866126e+01,8.512346019073333036e-05,1.589975233630718465e+00,5.182273850515231572e+01,8.087258328395954040e-04,1.950716022107273018e+00,7.263037741908510725e+01,1.433000214183780088e+02,5.960797447839579107e-03,5.078158437249935542e-02,4.855381132728687175e-04,1.379625708259768664e-02,8.717826088667771014e-05,1.399331808489664297e+02,1.172202364359766946e+01
2.880018419216791303e-03,4.882784394244125969e-02,3.466480423132382839e+03,2.724631453789285243e-02,1.330782569455369879e+00,1.594821586936579081e+02,6.148414391087536103e-03,1.561772256773084067e+00,1.972792201417305491e-01,8.496448784468171311e+00,7.312734975573350824e-03,3.949591821038112016e+01,9.000840891326448382e-04,2.218584453550824509e-02,1.162133609499502878e-04,4.387704094478007133e-01,1.841843760991293266e-01
3.492380814330195982e-01,8.400129956369701389e+00,9.307837469052343256e-05,3.300159907366781198e+01,1.499989946666976834e+02,5.128180190998709698e+00,5.735672470997288386e-01,8.996192509421287468e+03,1.326370693823073907e+03,2.637283163150849208e-01,9.151329171128094752e-05,4.679477012623086019e+00,4.536803047467775907e-02,6.991394163510266692e-04,1.335031958087810400e-04,3.286352484591966316e+01,5.011446740346047618e-02
2.864396544567072381e-03,5.764553283363369612e-02,3.949336885001545397e+03,3.714165116258166810e-02,1.095917949736618935e+00,1.805121842572509081e+02,5.288069111265282854e-03,1.700953063750325178e+00,1.916133276430306842e-01,8.853175039663151225e+00,1.075895193035087370e-02,4.292739976193688278e+01,1.280608533552254381e-03,2.164863095973578247e-02,1.015262782319889789e-04,3.275465753872253694e-01,1.649087996777259535e-01
