,$- fb$,$kb$,$k_1$,$k_3$,$k_5$,$s_1$,$k_2$,$k_4$,$k_6$,$d_1$,$K_{M1}$,$K_{M3}$,$K_{M5}$,$K_{M2}$,$K_{M4}$,$K_{M6}$
0,0.0002872505776947717,1358.5968049222079,0.0021923161101574736,61.96204471746802,2.10614030630328,8.202675227719178e-05,406.35576044583115,0.23532705594599088,5727.299772645181,0.003526821067004094,0.03329180794842218,0.098726348402674,0.004134291257533036,0.00015518681241618692,0.0005738129763387071,11737.191567075055
1,0.0005517108623597433,1550.9001175487995,0.002430703114066478,56.44147615813045,2.133405308388225,0.00013504229724347074,563.9606663824455,0.27776234825959706,5933.958422109111,0.00587288988670966,0.027853623101602745,0.07519159947049531,0.007682386639029019,0.00022944882108122034,0.0007115547639815492,13370.631073367149
2,0.0003476839879705824,1221.8073909056498,0.001928475390735475,82.4657245896534,2.252265857450228,8.930345796515051e-05,335.410256364879,0.254818638077134,5137.969915963946,0.0033028895601424856,0.04113120095102892,0.11240081864638392,0.004510784856352286,0.0001562193673281193,0.000579116869658734,9669.753131031859
3,0.00032967908985575607,1300.2002520344033,0.001882635414413255,75.48111531790467,2.6049389043951026,8.175591251500162e-05,393.59895221474846,0.32500086377172605,4787.57696286888,0.003257095962821807,0.031424329703474384,0.08309433233012715,0.004185378482155643,0.00012923233501563553,0.0003922172437079009,7600.078071069695
4,0.00046729802587527707,1637.808021732903,0.002811026078903898,50.676617173620045,2.315089614852312,0.0001388271885193895,515.3298692510181,0.22658221362990316,5044.588883206569,0.0027473989167476794,0.025387124416273683,0.09659023851980325,0.007445853122207289,0.0001653561413884859,0.0004430978802720071,10358.351062714171
5,0.0003342101570024065,1617.2359999767348,0.0027736389576256022,69.88096323746888,2.327475575343322,9.611962076989861e-05,529.9417016517787,0.24467958794800432,5145.8415602714285,0.004607385798038978,0.02991890718594862,0.12419952135671346,0.006230961682650873,0.0002532157709566878,0.000723607631901935,11013.211504190038
6,0.0003682185207348234,1390.6650773605768,0.0021815093940921308,78.52647566297247,2.609946033138671,9.568133325641447e-05,416.8213998908973,0.27712225917138356,5388.698296510205,0.003142513735411162,0.03296061503044523,0.11510156784187395,0.004695383128207364,0.00015942961771570874,0.0005625956720516379,9409.860997378428
7,0.00033058085541959564,1265.1752383823593,0.002264404134229215,72.01000281344041,2.2773030921575743,0.00010943069974772163,313.537198031781,0.18081111610212938,5003.477443793694,0.003214674632475578,0.0410047460361246,0.1771461396803401,0.006367096362180017,0.00025744076741215135,0.0006235299684965493,10868.080069758831
8,0.0002839069522581556,1288.7808717562655,0.002365785533123787,72.11171510464511,1.9382882208189967,9.51750474593316e-05,283.090268425949,0.3199187589663847,4672.205098539921,0.002936151209573674,0.04308537470887034,0.08490170424898483,0.005635025452198654,0.0001072536108475264,0.0005718409201629311,11026.2266989289
9,0.00028950151541907136,1216.921030525341,0.002088426367169655,61.889128427539156,2.1009257367294754,8.748532705054543e-05,329.3130723903157,0.2898954941174603,5559.760656514643,0.003267304725773449,0.03563604286422603,0.07134507541555707,0.007273164208033533,0.00012622643078012084,0.0007453402448213392,11988.21020893814
10,0.000341511164628996,1078.1186923281914,0.001676038680399641,69.58691292553449,1.9154817453964548,8.5190801415867e-05,392.486764576451,0.2885056155462885,6318.644291622593,0.0030050961741912665,0.02357766768654345,0.09099019255626553,0.00470871235917431,0.00020428073149657795,0.0007364174650983147,15345.421400954232
11,0.000352075387898802,1516.1700700972626,0.0032911060513114124,66.36613464570416,2.1878926266002954,0.0001304082713474949,414.4643268625642,0.3098357032580099,4462.36282906849,0.0049307194941512755,0.03691405099775441,0.09039009139894248,0.005578648998375629,0.0002264191624900497,0.0006964952889079656,9630.334953695534
12,0.0003136405703445195,1036.7625137805794,0.001780208401778722,79.23550692627914,2.180638304969313,0.00010209521640504897,273.3750985012412,0.25306866419344937,4840.370930849926,0.002695750636238145,0.032091221366678774,0.13195792763803776,0.003872525079291434,0.00010410017863599176,0.0005615607343984624,9585.38629140587
13,0.0002726585295307338,943.504356553066,0.002076126714977697,73.1991120780298,2.204923352767373,0.00010877671260544175,297.55546127154156,0.37678566721608125,5972.3610222934685,0.00420033254948733,0.025642374022774635,0.086304665810274,0.004132464488496618,0.00021450850515867943,0.0006973595920324147,12341.849386439597
14,0.0003181888948450391,1412.1017977227784,0.0022409059905952834,61.026270703888216,2.010306783989504,8.170994885194963e-05,490.4056662590658,0.2402003151588294,3749.484586943406,0.004281655381899568,0.027144811942640224,0.10273565050182987,0.0036866839214547815,0.00014117722800209456,0.0006862434202465181,8899.379594724212
15,0.0003148901509581443,1284.7187197856138,0.0028486396589963246,72.50439345909753,1.9804328076187272,0.00011600662251439225,440.64374424296824,0.3762536382645105,3880.706597642537,0.005372832210232513,0.026537761723962067,0.08108702058173425,0.005327404372343492,0.00011280309889766711,0.0006443294986048457,8730.608998600312
16,0.00035799223861963236,1107.0612999596658,0.0017872870699460115,69.90058017317493,2.7004936436943656,0.00010448135636534075,246.84458291470415,0.29629482707876836,6554.991947426699,0.0025834706925294297,0.04328783498627108,0.08743530424975132,0.005649703919422699,0.00016765693407156106,0.0004897342336685112,11374.585498979628
17,0.0003151424732605466,1056.6388710409512,0.0022727291214897916,51.46588305475184,2.2261151510352923,0.000117176126715418,332.50535745835754,0.26753663499978786,4808.283412915018,0.003636807588127523,0.024851242539067016,0.08478539322455082,0.005477301252087693,0.00018536088925951027,0.0006939805690398226,10471.041651266185
18,0.0003669492178297138,1319.9772531064225,0.0025083185737789153,75.19063644654037,2.1625410138975187,0.00012802210296160906,399.4811807710304,0.27064716934490596,4957.149240093172,0.002762924462534354,0.029809414637801564,0.11342853611303919,0.0042611765882576026,0.00023639191723599494,0.0005312070162549285,9349.24890252908
19,0.00048029190718324214,1159.4045731996114,0.0020385906331679537,59.25530483971429,2.475011962188386,0.00013076316796670987,328.014874861197,0.2592908865022186,6555.820566799859,0.004404316634354161,0.035279339752753554,0.09558847718538122,0.005209493230613471,0.00017324880205506356,0.0006502906107105255,12584.031545598049
20,0.00028112793758866154,1142.880446351841,0.002456831425039409,66.64799142454913,2.512855507979743,0.0001041471169101606,294.00833729717476,0.31815651654316296,4159.940092115725,0.004281460948217942,0.03612477858210977,0.09153082441179071,0.00351124649944347,0.00013656176567192625,0.0005166033991001775,7248.826883880715
21,0.0004725119962513644,1328.7607351265838,0.0021162476662392217,68.45436490325719,2.480912204146973,0.00012092151271129946,410.2704383917206,0.2977764917165178,6423.593660926507,0.004504427466729362,0.03246886949009193,0.08498602667910592,0.007335129541640218,0.00014346448343775174,0.0005815039956394286,11408.672944840664
22,0.0002971880807712978,1335.6981606508016,0.002272261119877073,65.23967265385988,2.4392478659453505,8.010899609013892e-05,403.5785769553292,0.33054107766493157,4115.955954317387,0.005544215666714835,0.033635007199000304,0.07503772193967738,0.005479592453170146,0.00012993848210795684,0.0005852914347253816,7290.318673039141
23,0.0003195662524198937,941.4091034321447,0.0017188843643940498,48.459026007407466,2.1455419238977522,0.00010143019699756317,298.77291832663013,0.263519935075122,5009.760574761925,0.003439745864089093,0.02544621960146221,0.07686076262512832,0.006163015297259051,0.0001353568506241749,0.0006507789168792482,11766.653118962391
24,0.0003530518223908679,1110.8101447248719,0.0017647683886293202,80.9694674720704,2.0346459592347252,0.00010042853555460873,378.835708658097,0.25009467834549404,6298.151818420849,0.004191656400509647,0.0290400699018777,0.1285871976552392,0.005668421024471124,0.0001503344315344769,0.0005778730574201894,12884.93660253732
25,0.0002890392877478522,974.4003868240488,0.002069519765410142,69.32209537608777,2.4287248922857914,0.00010337180922908996,271.77497964571324,0.32255229513130257,6329.910598223103,0.0028992971099879097,0.029947865330428404,0.09815850846843016,0.005001608037381476,0.00010566582019885691,0.0006262670920828181,12726.30597110527
26,0.00030429911842337886,1115.6790995474398,0.0024197263866861797,56.28886521219455,2.5545164505998845,0.00010478189412708965,356.40377278454423,0.24914987420954315,4815.5440534507725,0.004292165569886386,0.029722311864024038,0.09943798739950332,0.0059574138293594404,0.0001692606368771576,0.0006501879034125122,9004.095373478267
27,0.00039463006076831175,1267.4191825277212,0.0020634823460761536,91.56098400499988,2.094155691001458,0.00012880780989144258,395.4081873787149,0.3748986180246935,5208.522032442884,0.0029673021105798302,0.025492616592958664,0.10116811308052681,0.0049955964793619925,0.00015142072910682758,0.0005679740753364801,11311.902184370487
28,0.0003168478763939358,1385.7098915141867,0.0019840619750700664,60.81265750283469,2.323190514655812,8.162407604277194e-05,368.9162460583873,0.251205428113329,4895.434329132258,0.0034812403353154326,0.03686725318203428,0.08687372584799859,0.005748066129463599,0.00011110379156072294,0.0006025647311416186,9024.873367468123
29,0.00042577316374116435,1513.8561103909306,0.0031433400425666166,54.49021009833518,2.5147987836096353,0.00015603076145964703,473.73511201581476,0.29723052514132076,6091.6274329087455,0.00385066650981958,0.025574614606219875,0.08433839998382306,0.005425218242592974,0.0001422910580082736,0.0005245705961518504,11267.050736155345
30,0.00040962702757112905,1259.8812406667264,0.002244243657535259,56.8311225488565,2.50786959919713,0.0001324409311095503,316.02507944129695,0.2570801931437076,6506.918021881515,0.0031114595861615833,0.03514824776511884,0.08439787397129105,0.005227057035137367,0.00010649496603704313,0.0006117445039948808,11861.235962371953
31,0.00026995227734013876,887.0415789942646,0.001746136185194016,66.95581050180193,2.144230230311253,9.777720907614101e-05,291.5449107026291,0.3043822378504167,6555.32691666459,0.004310315379231979,0.02497743275066324,0.09928061848846682,0.005144328639968493,0.0001744918149203427,0.0007454619771049828,13501.230395287286
32,0.0004722989695412215,1538.1804856447607,0.002586840768921815,65.10494025554529,2.2824530631606788,0.0001208514858960218,486.9639805426775,0.2920207472056763,4570.2462797370445,0.004499596066238329,0.03143573347759484,0.09080999143646716,0.007176915477583937,0.0001552601751308234,0.0007391162294985462,10753.375989178063
33,0.00038058559211738053,1201.3508394208095,0.0020704476956434075,102.35725231593558,2.3453276666305016,0.00010530399484880397,298.48610364716336,0.26144583427055373,6346.274889091599,0.003387267227668217,0.04896726634835805,0.14312750340624494,0.006646239775512261,0.00016807026498628477,0.0006213456495619054,12814.64255299887
34,0.0003116029508552225,1197.098654376425,0.0018853458536909479,77.44212334967018,1.8302022799427222,8.168686018735586e-05,291.8653417174941,0.27948954352062527,4642.482642583789,0.0035345482447984625,0.04415531548235897,0.10531759936866802,0.0052598499383183185,0.00012652239909815598,0.0006348078787645509,11982.042132180732
35,0.00025852919780744937,1234.9833846345266,0.002510735682741684,68.89632853017362,2.331766477892726,8.96305716097127e-05,327.5476738399932,0.39253993100877355,4370.909998449463,0.0029178496687240667,0.0295681975688459,0.07556406720189482,0.004342684933725128,0.0001254224547218082,0.0005375680115431873,9232.717444792373
36,0.0003028789928720787,1364.9606620863776,0.002127322192746424,55.24038703446229,2.319697280472101,8.903359467666459e-05,396.9981632268905,0.25558186198012056,4615.534054278012,0.003949271012975272,0.031093662175734248,0.0860294154780359,0.006107933186352836,0.00015224394113466883,0.0004087444298305882,8940.573661749331
37,0.0003275115919396322,1098.7646057853383,0.002354184472944843,69.46758629526043,2.6851357947011674,0.00011879557355187124,331.9996340151303,0.2918584319042793,5718.499173675239,0.004134399204216299,0.02941751001279184,0.11337263437306705,0.007314593182503078,0.00017227007761853088,0.0004566547333452314,10096.282745561213
