,$- fb$,$+ fb$,$kb$,$k_1$,$k_3$,$k_5$,$s_1$,$k_2$,$k_4$,$k_6$,$d_1$,$K_{M1}$,$K_{M3}$,$K_{M5}$,$K_{M2}$,$K_{M4}$,$K_{M6}$
0,0.00028705053304054433,48.668328044593764,8195.48028100638,0.08074194989988558,762.9410970232096,271.96934125543225,0.06907822833530536,1.0894565387888624,0.014592730560581817,52.97482955075744,0.003661587663918334,0.9357032362733605,35.35843087286241,0.000575462747214004,0.0003788155560405281,0.008224210280916047,0.49046888162746854
1,0.00020655820187626014,35.48955751826542,10692.378561125794,0.09382662282704324,741.6548359879549,222.42503786089227,0.10331028177126263,0.4961385821485784,0.01437857313919563,56.13826101247967,0.0026506379716443504,1.0298218925086127,37.52524830716882,0.00024005192323830034,0.00022721105514114404,0.007051904496427143,0.7588572448777106
2,0.00032290390091934356,35.591426469973555,8498.597589574845,0.0768519518386295,634.143259693371,220.6581909843981,0.07029280407883165,0.7374875557206194,0.01613046963767219,36.25510918492461,0.002571245964442506,1.284694879218522,29.629550654306733,0.0002559163717416981,0.00029691886687065324,0.004923414545072424,0.45807243126906355
3,0.00021064951440829188,34.60707807944488,10377.331869734653,0.08627707884776056,625.4998155515216,229.24492477697936,0.10539905686319666,0.6112921862523145,0.012681977914666569,46.28758001653073,0.0025322711101519366,0.7802998410076862,35.408310377646096,0.00037365050326200103,0.00026497161764802433,0.006414306653775395,0.564329768120848
4,0.00016411748527098027,50.685982668889615,8180.202824256155,0.09230209204838562,776.9754506239664,252.3378830332355,0.07781774466090484,0.8896069482136819,0.012685919726955187,62.848129047843095,0.0031077952218670464,0.6909872783585952,35.02368491577116,0.0005614526346153033,0.0005252037095259704,0.0047114319023065735,0.651054898786737
5,0.00021059913941121907,36.346447509220894,13052.968081487792,0.07612843013611632,539.0340120330522,205.26497052321628,0.06164359610428492,0.9556330548588222,0.01288783797704967,44.01060104054674,0.0022287841337126713,0.7789811730326703,24.159063891635956,0.0004436929104597337,0.0002423731640032774,0.0035131735512893784,0.6073735405181857
6,0.00022154586386372382,48.71262865085543,12546.996264484957,0.09211415537359274,991.713445412432,257.8062125615932,0.09563114550817797,0.6750213811820048,0.01445561287009245,45.80598643173044,0.002785845885568035,0.9317785136840901,40.68871004062542,0.00036870045705046965,0.0003689602952457742,0.004066431341466684,0.40455560375627636
7,0.00021806767110014807,33.92549427434854,10722.320658370092,0.06764237618214342,678.6941546786375,227.97936238009382,0.060350095108102166,0.7476184740866555,0.015473490441322674,41.377308299059855,0.002123533097671109,0.8299552148586784,28.890116133033477,0.0004193793911262233,0.0002439980243507424,0.003276230381578758,0.4700564574313238
8,0.00018641656948808637,31.62141424071372,12652.320563007239,0.07158623219197834,540.4014245861138,195.51927401050045,0.05801522380928123,0.8318303175483901,0.010856085279349755,43.03032924489926,0.0026209851138346246,0.8317549839143783,28.687092314786305,0.0005029891115428149,0.00023616678887006644,0.004095479325327923,0.6093170784728774
9,0.00023416532714725372,42.53255168307764,13128.927844197467,0.08059057339944911,501.10607200231294,233.340940013272,0.08420594238982673,0.6664331098747086,0.012448394946831748,47.3990313444956,0.0027799968915327147,1.0552492662642854,24.212942264302363,0.00048014293506945104,0.0002458176468959064,0.004907095424576553,0.5579800949299887
10,0.0001940569403541326,46.306278244387585,10759.33097963849,0.058486244241053593,578.8288265199262,277.2027357610315,0.06215888158488733,0.889698597160706,0.01266447009850985,56.27846230634775,0.0027516088184550438,0.60033609505717,24.063830992857795,0.0004753092678220138,0.0003419795055743322,0.004726877049738548,0.5152613755157502
11,0.0003030529015988125,49.505707322444884,10471.7024951584,0.08669611891610954,633.4145065917769,237.44139183374384,0.08240501296458612,0.8827689686785296,0.008929109572652616,52.025076831937994,0.0028482624941227313,1.2997538298683669,36.43410145559543,0.00029200447239118753,0.0002670869915939333,0.00585618591855345,0.5589651237151853
12,0.00016972997409700244,27.878022692175136,12041.328322423557,0.09979211887568092,647.4476591806286,159.17410939467075,0.06328467315803768,0.5960735860279148,0.015693658517709028,41.1181507159586,0.002858116849991084,1.2817392342177338,27.315442206259007,0.0002558971551653398,0.0002054025971254774,0.00457104678054019,0.709452790829145
