Time,1,2,3,Dose
0,0,0,0,350
2,23.78407,23.78407,23.78407,
5,66.82522,66.82522,66.82522,
10,92.59936,92.59936,92.59936,
15,85.49802,85.49802,85.49802,
20,84.22377,84.22377,84.22377,
25,87.79463,87.79463,87.79463,
30,84.48172,84.48172,84.48172,
60,80.2535,80.2535,80.2535,
