Time,1,2,3,Dose
0,0,0,0,450
2,27.59279,27.59279,27.59279,
5,68.31906,68.31906,68.31906,
10,91.9429,91.9429,91.9429,
15,91.05094,91.05094,91.05094,
20,91.59686,91.59686,91.59686,
25,92.99853,92.99853,92.99853,
30,92.61572,92.61572,92.61572,
60,92.1324,92.1324,92.1324,
